,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
917,917,Goldwing,Sativa,"Happy, Euphoric, Paranoid, Energetic, Creative, Uplifted, Mouth, Dry","Stress, Pain, Muscle, Spasm, Nausea, Depression",,,3,['sativa'],"['energetic', 'happy', 'dry', 'creative', 'paranoid', 'euphoric', 'Mouth', 'Uplifted']","['spasm', 'Pain', 'Stress', 'Depression', 'Muscle', 'nausea']",[],[],"['spasm', 'Pain', 'energetic', 'Stress', 'Happy', 'Dry', '  ', 'depression', 'sativa', ' ', 'creative', 'Muscle', 'nausea', 'paranoid', 'euphoric', 'Mouth', 'Uplifted']"
918,918,Goo,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Hungry, Mouth, Dry, Sleepy","Stress, Pain, Lack, Muscle, Insomnia, Spasm, Appetite","Blueberry, Sweet, Berry"," Goo, not to be confused with Afgoo, is an 80% indica strain that mixes a sweet-tasting Blueberry with the hashy, resinous Hindu Kush. Deep physical relaxation is coupled with slight cerebral energy, delivered alongside a fruity, blueberry flavor with earthy and sour notes. You may begin to feel pangs of hunger settle in with this indica, making it a suitable medicine for those needing appetite boost. Patients treating insomnia, pain, and muscle spasms may also find relief in the heavy, sedating effects Goo has to offer. Cultivators should harvest Goo after a 7 to 8 week flowering time indoors or in early October for outdoor gardens.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['spasm', 'Pain', 'lack', 'stress', 'Muscle', 'Appetite', 'Insomnia']","['Berry', 'Blueberry', 'sweet']","[' ', 'Goo', 'confuse', 'Afgoo', '80', 'indica', 'strain', 'mix', 'sweet', 'taste', 'Blueberry', 'hashy', 'resinous', 'Hindu', 'Kush', 'deep', 'physical', 'relaxation', 'couple', 'slight', 'cerebral', 'energy', 'deliver', 'alongside', 'fruity', 'blueberry', 'flavor', 'earthy', 'sour', 'note', 'begin', 'feel', 'pang', 'hunger', 'settle', 'indica', 'make', 'suitable', 'medicine', 'need', 'appetite', 'boost', 'patient', 'treat', 'insomnia', 'pain', 'muscle', 'spasm', 'find', 'relief', 'heavy', 'sedate', 'effect', 'Goo', 'offer', 'cultivator', 'harvest', 'Goo', '7', '8', 'week', 'flower', 'time', 'indoors', 'early', 'October', 'outdoor', 'garden']","['hunger', 'Hashy', '80', 'feel', 'effect', 'stress', 'Mix', 'offer', 'treat', 'deliver', 'Harvest', 'Berry', 'Morongo', 'Couple', 'lack', 'outdoor', 'need', 'early', 'Mouth', 'Kush', 'spasm', 'find', 'Confuse', 'Basin', 'Happy', 'Fruity', 'relief', '8', 'Slight', 'Cultivator', 'Time', 'Strain', 'Garden', 'Insomnia', 'Energy', 'Hungry', 'deep', 'Flower', 'Boost', 'spasm', ' ', 'Flavor', 'Patient', 'Medicine', 'Heavy', 'Sweet', 'Goo', 'Afgoo', 'Resinous', 'Indoors', 'Pain', 'Euphoric', 'Pang', 'October', '7', 'Muscle', 'cerebral', 'suitable', 'begin', 'sedate', 'Hybrid', 'relaxed', 'note', 'Dry', 'week', 'sleepy', 'Indica', 'Appetite', 'Hindu', 'Blueberry', 'Physical', 'Relaxation', 'alongside', 'taste', 'settle', 'earthy', 'paranoid', 'sour']"
919,919,Gooberry,"Hybrid, Indica","Happy, Euphoric, Relaxed, Hungry, Aroused, Horny, Mouth, Dry, Sleepy","Inflammation, Stress, Pain, Lack, Nausea, Appetite","Blueberry, Sweet, Berry"," Gooberry is an indica-dominant strain descended from legendary parents Afgoo and Blueberry. This fruity, spicy strain will leave you giggling on your couch with upward of 20% THC. Consumers highly recommend this strain for night time use to treat pain and insomnia, and it's sure to leave you with the munchies. Like most indicas, Gooberry will flower in 7-9 weeks with a short, bushy structure. ",2,"['Indica', 'Hybrid']","['horny', 'arouse', 'Dry', 'happy', 'hungry', 'sleepy', 'relaxed', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Appetite', 'inflammation', 'nausea']","['Berry', 'Blueberry', 'sweet']","[' ', 'Gooberry', 'indica', 'dominant', 'strain', 'descend', 'legendary', 'parent', 'Afgoo', 'Blueberry', 'fruity', 'spicy', 'strain', 'leave', 'giggle', 'couch', 'upward', '20', 'thc', 'consumer', 'highly', 'recommend', 'strain', 'night', 'time', 'use', 'treat', 'pain', 'insomnia', 'sure', 'leave', 'munchie', 'like', 'indica', 'Gooberry', 'flower', '7', '9', 'week', 'short', 'bushy', 'structure', '  ']","['spicy', 'Gooberry', 'Bushy', 'short', '  ', 'Hybrid', 'Sweet', '\xa0 ', 'relaxed', '20', 'horny', 'upward', 'recommend', 'Parent', 'Afgoo', 'Aroused', 'Stress', 'Consumer', 'Happy', 'dry', 'Fruity', 'Week', 'Couch', 'sleepy', 'Indica', 'Treat', 'appetite', 'Blueberry', 'Night', 'Nausea', 'leave', 'highly', 'Time', 'Pain', 'sure', 'Munchie', 'Berry', 'Strain', 'descend', 'Insomnia', 'Hungry', 'euphoric', 'legendary', 'Lack', 'Flower', 'Use', 'Thc', '7', ' ', 'Dominant', 'Giggle', 'Structure', 'Mouth', '9', 'inflammation', 'like']"
920,920,Good Medicine,Hybrid,"Happy, Focused, Energetic, Uplifted, Talkative",,"Earthy, Spicy, Herbal, Citrus","The name says it all with this CBD rich strain. Bred by CBD specialist Bodhi, Good Medicine crosses a Green Crack and Tres Dawg hybrid with the high-CBD Harlequin sativa. Offering sweet flavors of mango and candy followed by a mellow and relaxing high, Good Medicine is great for solving medical needs without keeping you on the couch.",5,['hybrid'],"['energetic', 'happy', 'talkative', 'focused', 'Uplifted']",[],"['earthy', 'spicy', 'Citrus', 'Herbal']","['say', 'CBD', 'rich', 'strain', 'breed', 'CBD', 'specialist', 'Bodhi', 'Good', 'Medicine', 'cross', 'Green', 'Crack', 'Tres', 'Dawg', 'hybrid', 'high', 'CBD', 'Harlequin', 'sativa', 'offer', 'sweet', 'flavor', 'mango', 'candy', 'follow', 'mellow', 'relax', 'high', 'Good', 'Medicine', 'great', 'solve', 'medical', 'need', 'keep', 'couch']","['good', 'spicy', 'sativa', 'Hybrid', 'mellow', 'sweet', 'Green', 'Focused', 'Follow', 'Uplifted', 'Dawg', 'Bodhi', 'Happy', 'offer', 'relax', 'Specialist', 'Harlequin', 'Herbal', 'Tres', 'Medical', 'Breed', 'energetic', 'high', 'great', 'Cbd', 'Rich', 'Strain', 'Cross', 'Mango', 'Candy', 'Flavor', 'nee', 'earthy', 'talkative', 'solve', 'Citrus', 'Couch', 'Medicine', 'Crack']"
921,921,Gorilla Biscuit,"Hybrid, Indica","Happy, Euphoric, Relaxed, Hungry, Creative, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Insomnia, Depression","Cheese, Pine, Coffee"," Gorilla Biscuit by Seeds of Compassion is an indica-dominant cut bred from crossing the Turpentine pheno of Sensi Star and Stardawg IX. This rare and rather old school blend is named for Methaqualone, also known as quaaludes, a medication which has a sedative and sensual effect on the body. Its effects behave in a similarly sedative manner, leaving the limbs heavy and relaxed. Gorilla Biscuit has a strong terpene profile, smelling intensely of Pine Sol and espresso beans. ",2,"['Indica', 'Hybrid']","['happy', 'dry', 'creative', 'sleepy', 'relaxed', 'hungry', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['Cheese', 'Coffee', 'Pine']","[' ', 'Gorilla', 'Biscuit', 'Seeds', 'Compassion', 'indica', 'dominant', 'cut', 'breed', 'cross', 'turpentine', 'pheno', 'Sensi', 'Star', 'Stardawg', 'IX', 'rare', 'old', 'school', 'blend', 'name', 'Methaqualone', 'know', 'quaaludes', 'medication', 'sedative', 'sensual', 'effect', 'body', 'effect', 'behave', 'similarly', 'sedative', 'manner', 'leave', 'limb', 'heavy', 'relaxed', 'Gorilla', 'Biscuit', 'strong', 'terpene', 'profile', 'smell', 'intensely', 'Pine', 'Sol', 'espresso', 'bean', '  ']","['Star', 'Pheno', 'Ix', 'Body', 'Profile', '  ', 'Depression', 'sensual', 'Hybrid', 'Heavy', 'Sol', 'Stardawg', '\xa0 ', 'relaxed', 'Rare', 'School', 'Old', 'similarly', 'Effect', 'Biscuit', 'intensely', 'Stress', 'Happy', 'Dry', 'Bean', 'Know', 'Cut', 'sleepy', 'Indica', 'Appetite', 'Espresso', 'strong', 'Leave', 'Cheese', 'Manner', 'Pain', 'Breed', 'compassion', 'Methaqualone', 'Limb', 'Sensi', 'Medication', 'Pine', 'Cross', 'Blend', 'behave', 'Insomnia', 'Hungry', 'Terpene', 'creative', 'euphoric', 'Smell', 'Coffee', 'Quaaludes', 'lack', 'Seeds', ' ', 'Gorilla', 'turpentine', 'sedative', 'Dominant', 'Mouth']"
922,922,Gorilla Cookies,Hybrid,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Earthy, Minty, Sweet","Gorilla Cookies by Elev8 Seeds is the powerful union of Gorilla Glue #4 and Thin Mint Girl Scout Cookies. The pungent Gorilla Glue aroma is loud, but Thin Mint’s exotic terpene profile adds nuance to the bouquet. Both parents were bred for potency and that shows in the resin-coated buds that harden like stones after curing. Enjoy this one-hitter quitter with care, as the effects will alter the trajectory of your entire day. Gorilla Cookies is a quality strain for managing physical pain, nausea, and stress. ",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'minty', 'sweet']","['Gorilla', 'Cookies', 'Elev8', 'Seeds', 'powerful', 'union', 'Gorilla', 'Glue', '4', 'Thin', 'Mint', 'Girl', 'Scout', 'Cookies', 'pungent', 'Gorilla', 'Glue', 'aroma', 'loud', 'Thin', 'Mint', 'exotic', 'terpene', 'profile', 'add', 'nuance', 'bouquet', 'parent', 'breed', 'potency', 'show', 'resin', 'coat', 'bud', 'harden', 'like', 'stone', 'cure', 'enjoy', 'hitter', 'quitter', 'care', 'effect', 'alter', 'trajectory', 'entire', 'day', 'Gorilla', 'Cookies', 'quality', 'strain', 'manage', 'physical', 'pain', 'nausea', 'stress', '  ']","['entire', 'Profile', 'Minty', 'add', 'Hybrid', 'Quitter', 'Sweet', 'Enjoy', 'Hitter', 'Cure', '\xa0 ', 'relaxed', 'Potency', 'powerful', 'Effect', 'Uplifted', 'Parent', 'Union', 'Thin', 'Harden', 'Happy', 'Stress', 'quality', 'nuance', 'sleepy', 'cookie', 'exotic', 'physical', 'Mint', 'Stone', 'Alter', 'Nausea', 'Breed', 'Pain', 'pungent', 'manage', 'loud', 'Glue', 'Day', 'like', 'strain', 'Trajectory', 'Terpene', 'Euphoric', 'Resin', 'Girl', 'Seeds', 'Bud', 'Aroma', '4', 'Earthy', 'Gorilla', 'Care', 'Scout', 'Bouquet', 'Elev8', 'coat']"
923,923,Gorilla Grips,Indica,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Blueberry, Grape, Berry","Gorilla Grips by SinCity Seeds is a hard-hitting indica-dominant strain not meant for unseasoned cannabis consumers. Bred from the well-known Gorilla Glue #4 and SinCity’s own Blue Power stud, Gorilla Grips combines pungent aromas with potent effects. It offers a solid yield and an abundance of trichomes, making it ideal for hash production. This strain’s terpene profile is a mixture of fuel, pine, and sweet, dark fruit, resulting in a one-of-a-kind aroma. ",4,['Indica'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['Berry', 'Blueberry', 'grape']","['Gorilla', 'Grips', 'SinCity', 'Seeds', 'hard', 'hit', 'indica', 'dominant', 'strain', 'mean', 'unseasoned', 'cannabis', 'consumer', 'breed', 'know', 'Gorilla', 'Glue', '4', 'SinCity', 'Blue', 'Power', 'stud', 'Gorilla', 'Grips', 'combine', 'pungent', 'aroma', 'potent', 'effect', 'offer', 'solid', 'yield', 'abundance', 'trichome', 'make', 'ideal', 'hash', 'production', 'strain', 'terpene', 'profile', 'mixture', 'fuel', 'pine', 'sweet', 'dark', 'fruit', 'result', 'kind', 'aroma', '  ']","['Profile', 'Sweet', 'Grips', 'mixture', 'hard', 'yield', '\xa0 ', 'relaxed', 'solid', 'fuel', 'Effect', 'Uplifted', 'production', 'Result', 'Consumer', 'Happy', 'know', 'Dark', 'offer', 'Sincity', 'sleepy', 'Indica', 'Cannabis', 'Trichome', 'Grape', 'Combine', 'Blueberry', 'Breed', 'pungent', 'Blue', 'Berry', 'Strain', 'Glue', 'Pine', 'Hit', 'mean', 'Euphoric', 'Power', 'Abundance', 'Ideal', 'Terpene', 'Unseasoned', 'kind', 'potent', 'Stud', 'Hash', 'Seeds', 'Fruit', 'Aroma', '4', 'Gorilla', 'Dominant']"
924,924,Gorkle,Sativa,"Focused, Happy, Relaxed, Arouse, Creative",,Sweet,Gorkle is a cross between The Fork and Rebel God Smoke. This sativa-dominant strain exhibits the better parts of it Hawaiian genetics through an uplifting and stimulating body buzz that lingers for hours. Its effects are also easy on the joints and limbs in a nod to its recessive Rug Burn OG genetics. Consumers seeking relief from fatigue and lethargy may also find this strain to be very useful. Enjoy Gorkle during the day to maximize its physical stimulation. This strain was handcrafted by Colorado Seed Inc. ,3,['sativa'],"['happy', 'focused', 'relaxed', 'creative', 'arouse']",[],['sweet'],"['Gorkle', 'cross', 'Fork', 'Rebel', 'God', 'Smoke', 'sativa', 'dominant', 'strain', 'exhibit', 'well', 'part', 'hawaiian', 'genetic', 'uplifting', 'stimulating', 'body', 'buzz', 'linger', 'hour', 'effect', 'easy', 'joint', 'limb', 'nod', 'recessive', 'rug', 'Burn', 'OG', 'genetics', 'consumer', 'seek', 'relief', 'fatigue', 'lethargy', 'find', 'strain', 'useful', 'enjoy', 'Gorkle', 'day', 'maximize', 'physical', 'stimulation', 'strain', 'handcraft', 'Colorado', 'Seed', 'Inc.', '  ']","['find', 'body', 'Stimulating', 'Gorkle', 'sativa', 'sweet', 'stimulation', '\xa0 ', 'Focused', 'Fork', 'relaxed', 'linger', 'nod', 'useful', 'effect', 'arouse', 'Inc.', 'Consumer', 'Handcraft', 'Rebel', 'Happy', 'Relief', 'Seed', 'Genetics', 'Uplifting', 'Colorado', 'Physical', 'Limb', 'Fatigue', 'God', 'Strain', 'Burn', 'Joint', 'Cross', 'Lethargy', 'Day', 'Maximize', 'Rug', 'Hour', 'seek', 'creative', 'genetic', 'Smoke', 'easy', 'recessive', 'Hawaiian', 'Exhibit', 'Dominant', 'Buzz', 'Enjoy', 'Og']"
925,925,Government Mule,Indica,"Relaxed, Euphoric",,"Floral, Lemon, Sweet","Government Mule by Cannacopia is a witty strain with relaxing effects. This clever cross of G13 and Deep Chunk riffs off G13’s mythos as the strain created by the United States government as well as a nod to The Allman Brothers’ side-project, Gov't Mule. It develops purple trichome-laden buds that are knotted and bulbous. The aroma is pungent and earthy while offering floral undertones that center the mind. Enjoy Government Mule later in the evening to maximize this strain’s calming, sedative effects.  ",4,['Indica'],"['euphoric', 'relaxed']",[],"['flowery', 'Lemon', 'sweet']","['Government', 'Mule', 'Cannacopia', 'witty', 'strain', 'relax', 'effect', 'clever', 'cross', 'G13', 'Deep', 'Chunk', 'riff', 'G13', 'mythos', 'strain', 'create', 'United', 'States', 'government', 'nod', 'Allman', 'Brothers', 'project', ""gov't"", '  ', 'Mule', 'develop', 'purple', 'trichome', 'laden', 'bud', 'knotted', 'bulbous', 'aroma', 'pungent', 'earthy', 'offer', 'floral', 'undertone', 'center', 'mind', 'enjoy', 'Government', 'Mule', 'later', 'evening', 'maximize', 'strain', 'calming', 'sedative', 'effect', '  ']","['  ', 'Laden', 'knotted', 'sweet', 'create', '\xa0 ', 'Cannacopia', 'Relaxed', 'nod', 'develop', 'Lemon', 'clever', 'effect', 'Brothers', 'Mind', 'Allman', 'relax', 'offer', 'Trichome', 'Indica', 'later', 'Center', 'Riff', 'Evening', 'United', 'Pungent', 'Project', 'calming', 'witty', 'strain', 'Maximize', 'Cross', 'States', 'Mythos', 'Euphoric', 'G13', 'Deep', 'flowery', 'bulbous', 'Purple', 'Bud', ""gov't"", 'Aroma', 'Chunk', 'earthy', 'sedative', 'Undertone', 'Floral', 'Enjoy', 'Government', 'Mule']"
926,926,Grand Doggy Purps,Indica,"Focused, Happy, Euphoric, Paranoid, Relaxed, Creative, Anxious, Uplifted, Mouth, Dry, Tingly","Inflammation, Stress, Pain, Muscle, Spasm, Depression","Earthy, Sweet, Grape"," Grand Doggy Purps, or more formerly Grand Doggy Purple, is an indica-dominant hybrid cross between Granddaddy Purple and a Chemdawg phenotype known as Chemdawg D. Bred by Connoisseur Seeds, this hybrid inherits an aromatic fusion of sweet grape and sour skunk. Though mostly indica, this strain's effects are lifted by cerebral energy, allowing focus and productivity in spite of its indica potency. ",4,['Indica'],"['tingly', 'happy', 'dry', 'anxious', 'euphoric', 'focused', 'paranoid', 'relaxed', 'creative', 'Mouth', 'Uplifted']","['spasm', 'Pain', 'Stress', 'Depression', 'Muscle', 'inflammation']","['earthy', 'Grape', 'Sweet']","[' ', 'Grand', 'Doggy', 'Purps', 'Grand', 'Doggy', 'Purple', 'indica', 'dominant', 'hybrid', 'cross', 'Granddaddy', 'Purple', 'Chemdawg', 'phenotype', 'know', 'Chemdawg', 'D.', 'breed', 'Connoisseur', 'Seeds', 'hybrid', 'inherit', '  ', 'aromatic', 'fusion', 'sweet', 'grape', 'sour', 'skunk', 'indica', 'strain', 'effect', 'lift', 'cerebral', 'energy', '  ', 'allow', '  ', 'focus', 'productivity', 'spite', 'indica', '  ', 'potency', '  ']","['cerebral', '  ', 'Depression', 'Phenotype', 'Hybrid', 'Sweet', '\xa0 ', 'Focused', 'relaxed', 'Potency', 'Effect', 'Uplifted', 'Connoisseur', 'stress', 'Tingly', 'happy', 'dry', 'anxious', 'Skunk', 'know', 'allow', 'Indica', 'Doggy', 'Granddaddy', 'Grape', 'Chemdawg', 'Lift', 'Aromatic', 'Pain', 'Grand', 'Breed', 'Strain', 'spite', 'Cross', 'D.', 'Energy', 'Productivity', 'Inherit', 'creative', 'euphoric', 'Purps', 'Purple', 'Seeds', 'spasm', ' ', 'Muscle', 'earthy', 'paranoid', 'Dominant', 'Focus', 'Fusion', 'Mouth', 'inflammation', 'sour']"
927,927,Grand Hindu,Indica,"Happy, Focused, Euphoric, Paranoid, Relaxed, Creative, Horny, Uplifted, Mouth, Dry, Sleepy","Inflammation, Stress, Pain","Berry, Sweet, Grape, Citrus"," Grand Hindu is the potent cross of Granddaddy Purple and Hindu Kush. Both sides of this mix are apparent in the sweet grape aroma of this strain that is served up with a healthy dose of earthy kush spice. Flowers will also have the purple coloration that is indicative of its GDP genetics. Lazy and relaxing, this strain is a good choice for pain when zoning out is an option.",4,['Indica'],"['happy', 'dry', 'euphoric', 'creative', 'sleepy', 'paranoid', 'focus', 'relaxed', 'horny', 'Mouth', 'Uplifted']","['stress', 'Pain', 'inflammation']","['Berry', 'Citrus', 'Grape', 'Sweet']","[' ', 'Grand', 'Hindu', 'potent', 'cross', 'Granddaddy', 'Purple', 'Hindu', 'Kush', 'side', 'mix', 'apparent', 'sweet', 'grape', 'aroma', 'strain', 'serve', 'healthy', 'dose', 'earthy', 'kush', 'spice', 'flower', 'purple', 'coloration', 'indicative', 'GDP', 'genetics', 'lazy', 'relaxing', 'strain', 'good', 'choice', 'pain', 'zone', 'option']","['good', '  ', 'option', 'sweet', 'apparent', 'focused', 'relaxed', 'horny', 'Healthy', 'Uplifted', 'Stress', 'Happy', 'Dry', 'Mix', 'relax', 'Dose', 'sleepy', 'Indica', 'Genetics', 'Granddaddy', 'Hindu', 'Grape', 'Zone', 'indicative', 'Pain', 'Grand', 'Spice', 'Berry', 'Strain', 'Lazy', 'Cross', 'euphoric', 'creative', 'serve', 'Choice', 'potent', 'Gdp', 'Flower', 'Purple', 'Coloration', 'Aroma', ' ', 'earthy', 'paranoid', 'Citrus', 'Mouth', 'inflammation', 'Kush']"
928,928,Grand Hustle,Hybrid,"Giggly, Focused, Euphoric, Relaxed, Uplifted",,"Earthy, Honey, Citrus","Grand Hustle is a hybrid strain that is designed to help give users a vacation from the hustle and bustle of their lives. A cross of Afgoo and Green Crack, this strain takes after the more sativa nature of the latter and provides uplifting, focused effects. Potent and well-balanced, this hustle is one that’s worth giving a try.",5,['hybrid'],"['giggly', 'focused', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'Citrus', 'Honey']","['Grand', 'Hustle', 'hybrid', 'strain', 'design', 'help', 'user', 'vacation', 'hustle', 'bustle', 'life', 'cross', 'Afgoo', 'Green', 'Crack', 'strain', 'take', 'sativa', 'nature', 'provide', 'uplifting', 'focused', 'effect', 'potent', 'balance', 'hustle', 'worth', 'give', 'try']","['provide', 'sativa', 'Hybrid', 'Balance', 'Green', 'try', 'focus', 'relaxed', 'Effect', 'Uplifted', 'User', 'Afgoo', 'giggly', 'Life', 'Design', 'Nature', 'uplifting', 'Grand', 'Bustle', 'Strain', 'Cross', 'Help', 'Hustle', 'Euphoric', 'Honey', 'worth', 'potent', 'Vacation', 'Earthy', 'Citrus', 'crack']"
929,929,Granddaddy Purple,Indica,"Happy, Euphoric, Paranoid, Relaxed, Hungry, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Insomnia, Depression","Sweet, Grape, Berry"," Introduced in 2003 by Ken Estes, Granddaddy Purple (or GDP) is a famous indica cross between Purple Urkle and Big Bud. This California staple inherits a complex grape and berry aroma from its Purple Urkle parent, while Big Bud passes on its oversized, compact bud structure. GDP flowers bloom in shades of deep purple, a contrastive backdrop for its snow-like dusting of white crystal resin.Its potent psychoactive effects are clearly detectable in both mind and body, delivering a fusion of cerebral euphoria and physical relaxation. While your thoughts may float in a dreamy buzz, your body is more likely to find itself fixed in one spot for the duration of GDP’s effects. Like most heavy indica varieties, Granddaddy Purple is typically pulled off the shelf to treat pain, stress, insomnia, appetite loss, and muscle spasms. GDP blesses growers with massive commercial yields which are ready for harvest following a 60 day flowering time indoors.",4,['Indica'],"['happy', 'dry', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['Berry', 'Grape', 'Sweet']","[' ', 'introduce', '2003', 'Ken', 'Estes', 'Granddaddy', 'Purple', 'GDP', 'famous', 'indica', 'cross', 'Purple', 'Urkle', 'big', 'Bud', 'California', 'staple', 'inherit', 'complex', 'grape', 'berry', 'aroma', 'Purple', 'Urkle', 'parent', 'Big', 'Bud', 'pass', 'oversized', 'compact', 'bud', 'structure', 'GDP', 'flower', 'bloom', 'shade', 'deep', 'purple', 'contrastive', 'backdrop', 'snow', 'like', 'dusting', 'white', 'crystal', 'resin', 'potent', 'psychoactive', 'effect', 'clearly', 'detectable', 'mind', 'body', 'deliver', 'fusion', 'cerebral', 'euphoria', 'physical', 'relaxation', 'thought', 'float', 'dreamy', 'buzz', 'body', 'likely', 'find', 'fix', 'spot', 'duration', 'GDP', 'effect', 'like', 'heavy', 'indica', 'variety', 'Granddaddy', 'Purple', 'typically', 'pull', 'shelf', 'treat', 'pain', 'stress', 'insomnia', 'appetite', 'loss', 'muscle', 'spasm', 'GDP', 'bless', 'grower', 'massive', 'commercial', 'yield', 'ready', 'harvest', 'follow', '60', 'day', 'flower', 'time', 'indoors']","['Snow', 'California', 'Effect', 'Parent', 'Ken', 'Mind', 'stress', 'duration', 'treat', 'deliver', 'Harvest', 'Spot', 'Berry', 'Detectable', 'Pass', 'Urkle', 'lack', 'potent', 'Purple', 'Bud', 'Shade', 'Bloom', 'fix', 'Mouth', 'find', 'white', 'Spasm', 'Euphoria', 'yield', 'Compact', 'Happy', 'Bless', 'Commercial', 'clearly', 'Granddaddy', 'Time', 'Loss', 'likely', 'Cross', 'Staple', 'Day', 'Insomnia', 'Hungry', 'Deep', 'Flower', 'Lake', ' ', 'Contrastive', 'Structure', 'Dusting', 'like', 'heavy', 'Sweet', 'Estes', 'introduce', 'pull', 'Oversized', 'Indoors', 'Pain', 'Inherit', 'Euphoric', 'Gdp', 'Aroma', 'Muscle', 'psychoactive', 'dreamy', '60', 'Crystal', 'cerebral', 'Body', 'Depression', 'Float', 'Ready', 'relaxed', 'Follow', 'Grower', 'Dry', 'Shelf', 'Complex', 'sleepy', 'Indica', 'Appetite', 'Grape', 'Physical', 'typically', 'Relaxation', 'Forest', 'Famous', 'big', 'backdrop', 'resin', 'Thought', 'massive', 'paranoid', '2003', 'Buzz', 'Fusion', 'Variety']"
930,930,Grandmas Batch,Hybrid,"Happy, Euphoric, Creative, Uplifted, Tingly",,"Butter, Floral, Lemon","Grandma’s Batch by Purple Caper Seeds is a cross between Candyland and Girl Scout Cookies. This savory strain emits a sweet gas aroma while tasting sweet and doughy on the palate. The breeder has described the strain as “warm and fuzzy,” offering pleasant and relaxing physical effects suited to a day indoors. ",5,['hybrid'],"['tingly', 'happy', 'creative', 'euphoric', 'uplifted']",[],"['flowery', 'Lemon', 'Butter']","['Grandma', 'Batch', 'Purple', 'Caper', 'Seeds', 'cross', 'Candyland', 'Girl', 'Scout', 'Cookies', 'savory', 'strain', 'emit', 'sweet', 'gas', 'aroma', 'taste', 'sweet', 'doughy', 'palate', 'breeder', 'describe', 'strain', 'warm', 'fuzzy', 'offer', 'pleasant', 'relaxing', 'physical', 'effect', 'suit', 'day', 'indoors', '  ']","['hybrid', 'Sweet', '\xa0 ', 'Palate', 'Lemon', 'Pleasant', 'Candyland', 'Effect', 'Uplifted', 'Tingly', 'Happy', 'Grandma', 'Savory', 'emit', 'suit', 'offer', 'relax', 'Cookies', 'Batch', 'Physical', 'Indoors', 'gas', 'taste', 'Strain', 'Breeder', 'Day', 'Cross', 'creative', 'euphoric', 'Flowery', 'warm', 'girl', 'Purple', 'Seeds', 'describe', 'Aroma', 'Fuzzy', 'Caper', 'Doughy', 'Scout', 'Butter']"
